date,sun_distance_au,sun_influence,jupiter_distance_au,jupiter_influence,saturn_distance_au,saturn_influence,venus_distance_au,venus_influence,mars_distance_au,mars_influence,total_planetary_influence,total_influence,coherence_mean,coherence_median,coherence_std,coherence_count,year,total_gravitational_influence
2020-01-19,147177438.7615444,1.5370617664629168e-11,920106152.4097048,3.753859584378069e-16,1647445487.320096,3.5076386133769855e-17,175308731.04925045,2.651859534907453e-17,306713238.4304802,1.1374144325255533e-18,4.3811835435317686e-16,1.5371055782983518e-11,-0.0335517423229211,-0.0655141531158725,1.807391838107146,92720,2020,4.381183543531768e-16
2020-01-20,147189949.4118457,1.5368004874136178e-11,919322262.1794094,3.760264016280209e-16,1647209100.958923,3.508645428386336e-17,174387322.93707544,2.6799567617713402e-17,305558695.7728095,1.1460260310656758e-18,4.3905844956066326e-16,1.536844393258574e-11,-0.0297039379800615,-0.0509757527466933,1.8072886812854616,91504,2020,4.390584495606633e-16
2020-01-21,147203084.53368226,1.5365262382551798e-11,918507342.1318148,3.7669393551791765e-16,1646933624.0375977,3.5098192846515095e-17,173461605.86578682,2.7086374788134677e-17,304400402.9826775,1.15476425365703e-18,4.400332674062244e-16,1.5365702415819207e-11,-0.0272986752708989,-0.0406046807800899,1.7997491674627404,46971,2020,4.4003326740622443e-16
2020-01-22,147216806.38726607,1.5362398170783697e-11,917661499.0043312,3.773886815015327e-16,1646619086.718263,3.51116030468242e-17,172531539.46209607,2.737919114986507e-17,303238450.02869564,1.163630889558461e-18,4.410431065877804e-16,1.5362839213890285e-11,-0.0225120409665091,-0.0380112679023365,1.7933678489235556,46056,2020,4.4104310658778042e-16
2020-01-23,147231085.42803922,1.535941850555865e-11,916784857.423783,3.7811075447585484e-16,1646265539.9567711,3.512668557901435e-17,171597086.8629621,2.767819643826816e-17,302072937.710042,1.1726276740083037e-18,4.420882641671457e-16,1.5359860593822818e-11,-0.0216606440479534,-0.0295557464908689,1.8111101339057751,45447,2020,4.4208826416714567e-16
2020-01-24,147245900.76449525,1.5356327845596236e-11,915877559.7078204,3.7886026284172883e-16,1645873055.9751086,3.514344058352739e-17,170658216.32780385,2.7983575515719885e-17,300903976.1900006,1.181756295208539e-18,4.431690352361846e-16,1.5356771014631474e-11,0.0222273036014249,0.033465171063498,1.7941597292026368,34709,2020,4.4316903523618465e-16
2020-01-25,147261240.09732845,1.5353128856432016e-11,914939765.0056586,3.796373090366448e-16,1645441727.9904704,3.516186765500584e-17,169714902.42341354,2.829551815102315e-17,299731683.19235,1.1910184045291384e-18,4.44285713247203e-16,1.5353573142145264e-11,0.0033594613727445,0.0038017928331588,1.8045150291476653,47895,2020,4.44285713247203e-16
2020-01-26,147277099.1877458,1.5349822523668773e-11,913971647.90195,3.8044199050857e-16,1644971669.2920966,3.518196587742456e-17,168767126.73978454,2.8614218923427806e-17,298556182.0125013,1.2004156289741193e-18,4.454385909383964e-16,1.535026796225971e-11,-0.0313854829961518,-0.0404254411171443,1.790753119313377,48516,2020,4.454385909383964e-16
2020-01-27,147293480.95904252,1.5346408342714797e-11,912973396.671052,3.8127440098598894e-16,1644463011.8299143,3.520373387954461e-17,167814878.13859296,2.893987726594596e-17,297377599.52948666,1.2099495845746908e-18,4.466279617160543e-16,1.5346854970676516e-11,-0.006109772307346,-0.0257627794321152,1.8054583764864351,49139,2020,4.466279617160542e-16
2020-01-28,147310394.3891541,1.5342884551941692e-11,911945211.4087696,3.82134631863169e-16,1643915904.5370803,3.5227169901373484e-17,166858152.6028729,2.927269764087486e-17,296196064.4030873,1.2196218892563682e-18,4.478541212946738e-16,1.5343332406062985e-11,-0.0159831922173652,-0.0372240634258484,1.8063792000929708,48514,2020,4.478541212946737e-16
2020-01-29,147327853.37458214,1.5339248371548972e-11,910887302.2589024,3.8302277352350256e-16,1643330511.6202877,3.5252271861771983e-17,165896952.8181376,2.9612889816978347e-17,295011705.5926919,1.229434173980918e-18,4.491173693762338e-16,1.5339697488918347e-11,-0.0113759126257647,-0.0204101282617502,1.8091618959621447,49137,2020,4.491173693762338e-16
2020-01-30,147345875.72731763,1.5335496214431904e-11,909799887.8924184,3.8393891646914584e-16,1642707011.0097127,3.5279037419082375e-17,164931287.6486681,2.9960669200859775e-17,293824651.2545853,1.2393880915209292e-18,4.504180111806089e-16,1.5335946632443085e-11,0.0004954902785881,-0.0116471651696041,1.792260642023755,47895,2020,4.504180111806089e-16
2020-01-31,147364482.414137,1.533162384632142e-11,908683194.3073016,3.8488315219707764e-16,1642045593.07953,3.5307464020056604e-17,163961171.67040917,3.0316257168765775e-17,292635027.9866587,1.2494853229132013e-18,4.517563587088131e-16,1.533207560268013e-11,-0.0139384007764273,-0.0118640461058159,1.7927825910869502,48203,2020,4.517563587088132e-16
2020-02-01,147383697.07828513,1.5327626486970817e-11,907537453.9210126,3.858555738410432e-16,1641346459.6532853,3.533754893646185e-17,162986624.89020056,3.067988134903058e-17,291442960.3140752,1.259727582297926e-18,4.531327317088336e-16,1.5328079619702525e-11,0.0032294621944204,0.0134472800941086,1.784683234469975,47895,2020,4.531327317088336e-16
2020-02-02,147403545.81031078,1.5323498859434658e-11,906362904.8411905,3.868562766724429e-16,1640609823.213965,3.536928929278332e-17,162007672.73071674,3.1051775817397537e-17,290248570.2548593,1.2701166214026414e-18,4.545474584040264e-16,1.5323953406893064e-11,-0.0169472473116071,-0.033655601826488,1.8031503058630989,50086,2020,4.545474584040264e-16
2020-02-03,147424057.06212583,1.531923520958895e-11,905159790.12935,3.878853586163109e-16,1639835906.1542077,3.54026820921024e-17,161024346.29757503,3.1432181186629905e-17,289051976.7706542,1.2806542353574497e-18,4.560008761304009e-16,1.531969121046508e-11,-0.0093439896147454,-0.0178787671610465,1.806327848584403,50085,2020,4.560008761304007e-16
2020-02-04,147445261.52425155,1.5314829333378336e-11,903928356.8189328,3.889429209892167e-16,1639024939.8302474,3.5437724250402864e-17,160036682.8667935,3.1821344600535256e-17,287853294.895318,1.2913422718105553e-18,4.574933321119654e-16,1.531528682671045e-11,0.0092625913023541,0.0001784011671482,1.7871610891103893,49136,2020,4.574933321119654e-16
2020-02-05,147467191.71101576,1.5310274664768914e-11,902668854.4230351,3.900290696953408e-16,1638177163.132555,3.547441265187308e-17,159044726.42941687,3.221951968557872e-17,286652634.35344684,1.302182645332122e-18,4.590251846781246e-16,1.5310733689953594e-11,-0.0002370789444583,0.0001717497388214,1.7857991065492145,51356,2020,4.590251846781247e-16
2020-02-06,147489880.93890244,1.5305564489548077e-11,901381532.6987174,3.911439170981402e-16,1637292820.285982,3.5512744237957384e-17,158048528.00274876,3.2626966574391496e-17,285450097.5606644,1.3131773585541465e-18,4.605968052690433e-16,1.5306025086353345e-11,-0.0312370203496713,-0.0371435252756565,1.7882267428021583,49769,2020,4.605968052690432e-16
2020-02-07,147513361.38605744,1.530069234925498e-11,900066638.5769147,3.9228758466972573e-16,1636372157.6990707,3.555271613847586e-17,157048145.28875983,3.3043952187533804e-17,284245777.0779311,1.3243285299471006e-18,4.622085815256827e-16,1.5301154557836506e-11,-0.0427382601735388,-0.0860671945744212,1.809532633212544,49141,2020,4.622085815256825e-16
2020-02-08,147537661.0637776,1.5295652669594446e-11,898724412.4728274,3.934602062572957e-16,1635415419.9638512,3.559432584104654e-17,156043641.20334148,3.347075101296968e-17,283039752.89547527,1.335638425243088e-18,4.638609215365549e-16,1.529611653051598e-11,-0.0393510051691902,-0.0613105054984927,1.8021619185074136,48516,2020,4.638609215365549e-16
2020-02-09,147562799.8804024,1.5290441574996737e-11,897355084.6465976,3.946619314014336e-16,1634422845.5765936,3.563757137460223e-17,155035080.9359796,3.3907646599672664e-17,281832090.2899968,1.3471094856699445e-18,4.655542588613784e-16,1.5290907129255598e-11,-0.0139883584921575,-0.0081211168077447,1.816681724925573,49141,2020,4.655542588613784e-16
2020-02-10,147588785.49324542,1.528505774430764e-11,895958872.716736,3.958929277386192e-16,1633394663.4630744,3.568245146007338e-17,154022527.6242074,3.4354933824131945e-17,280622839.23732185,1.3587443431305277e-18,4.672890573659551e-16,1.5285525033365003e-11,-0.0088517331821205,-0.0265709755012937,1.8086503508224072,48516,2020,4.672890573659551e-16
2020-02-11,147615610.08545128,1.5279503071780047e-11,894535981.5098028,3.971533814111681e-16,1632331091.6148992,3.5728965570830214e-17,153006037.3661556,3.4812921703377495e-17,279412036.1951107,1.3705458130832196e-18,4.690658144984591e-16,1.5279972137594546e-11,-0.0091025552974839,-0.0169555347516571,1.8148945020069436,48516,2020,4.69065814498459e-16
2020-02-12,147643249.20881766,1.527378289772818e-11,893086605.8885624,3.9844349484661693e-16,1631232338.740997,3.5777113862137904e-17,151985654.8156826,3.5281936245091676e-17,278199708.3717102,1.382516861887197e-18,4.708850618157338e-16,1.5274253782789996e-11,-0.0181567759026478,-0.0224194411451249,1.8165884673447628,48205,2020,4.708850618157337e-16
2020-02-13,147671663.22370124,1.5267905700540817e-11,891610936.1654772,3.997634821673674e-16,1630098608.8405132,3.582689697189997e-17,150961410.59594923,3.576232274263833e-17,276985879.6439539,1.3946605546966388e-18,4.727473624366024e-16,1.5268378447903254e-11,-0.0288221503096119,-0.0610804617157311,1.7974030805415746,47894,2020,4.727473624366023e-16
2020-02-14,147700800.92472467,1.5261882337259057e-11,890109164.7624291,4.01113563349272e-16,1628930107.5475743,3.5878315741285664e-17,149933321.12800205,3.6254447133424384e-17,275770576.65910727,1.4069799971111881e-18,4.746533062210932e-16,1.526235699056528e-11,-0.0206173372433673,-0.051245035279676,1.802176876777444,47892,2020,4.746533062210932e-16
2020-02-15,147730604.2428288,1.525572506395642e-11,888581492.5055332,4.024939585360427e-16,1627727048.6326478,3.593137092504578e-17,148901390.58289257,3.6758696416651746e-17,274553833.7505268,1.4194782842814693e-18,4.766035041620217e-16,1.5256201667460578e-11,-0.0041080762400871,-0.0115790098531405,1.8014075621510734,46663,2020,4.766035041620217e-16
2020-02-16,147761012.82853484,1.5249446583870246e-11,887028133.4133698,4.039048835460237e-16,1626489659.35735,3.5986062948657645e-17,147865614.0697028,3.7275478432026235e-17,273335695.9667587,1.4321584656364973e-18,4.785985833923442e-16,1.524992518245364e-11,-0.020065928415589,-0.0498337420133423,1.7843585359942635,46665,2020,4.785985833923441e-16
2020-02-17,147791967.73786193,1.5243059284089778e-11,885449317.6152842,4.05346546940521e-16,1625218184.109347,3.604239173813833e-17,146825981.10615605,3.7805221392297043e-17,272116220.2641499,1.445023526291978e-18,4.806391835972485e-16,1.5243539923273375e-11,-0.0159100650346301,-0.0417164950541981,1.8021030823265825,46357,2020,4.806391835972483e-16
2020-02-18,147823413.98540643,1.5236574708766448e-11,883845292.6454871,4.068191484810336e-16,1623912886.397818,3.6100356619882834e-17,145782478.72781473,3.8348373471883476e-17,270895475.3585031,1.458076381472469e-18,4.827259549542724e-16,1.5237057434721405e-11,0.0009213024526589,0.0071454787491016,1.812752663608916,46360,2020,4.827259549542724e-16
2020-02-19,147855302.10817173,1.5230003238358624e-11,882216323.608208,4.083228785673852e-16,1622574049.618178,3.615995627333165e-17,144735093.9810049,3.890540259921153e-17,269673540.8095222,1.4713198789763217e-18,4.848595573189047e-16,1.5230488097915944e-11,-0.0034606574813306,-0.0175379436319791,1.8034646302953836,46055,2020,4.848595573189047e-16
2020-02-20,147887589.02642483,1.5223353915107233e-11,880562692.6750624,4.098579182648645e-16,1621201977.0256076,3.622118871766603e-17,143683815.8195226,3.947679647513525e-17,268450505.76946604,1.484756805700682e-18,4.870406602633664e-16,1.5223840955767497e-11,-0.0116731906401561,-0.0332070059692854,1.8060714436271368,46969,2020,4.870406602633664e-16
2020-02-21,147920238.46383002,1.5216634360130395e-11,878884698.2206295,4.11424439657646e-16,1619796991.236276,3.628405131883138e-17,142628636.54289427,4.0063062776360884e-17,267226467.6329365,1.498389895959794e-18,4.892699436487981e-16,1.5217123630074042e-11,-0.0137139371034856,-0.0345968393141658,1.806369813912156,45451,2020,4.89269943648798e-16
2020-02-22,147953221.09706107,1.5209850746704526e-11,877182653.7494887,4.1302260639843643e-16,1618359433.4311757,3.6348540809422287e-17,141569552.9172349,4.06647294919476e-17,266001530.67624748,1.5122218407530805e-18,4.915480985405595e-16,1.5210342294803062e-11,-0.0148161558685584,-0.023914326111279,1.8050085554487936,47275,2020,4.915480985405594e-16
2020-02-23,147986514.51539978,1.5203007812902542e-11,875456886.673228,4.146525744084272e-16,1616889662.33766,3.641465331832834e-17,140506567.07023963,4.128234535926963e-17,264775804.70045432,1.5262552978964169e-18,4.938758283839216e-16,1.5203501688730926e-11,-0.0076610920211814,-0.022493010353801,1.813868772735987,46971,2020,4.938758283839216e-16
2020-02-24,148020103.0166947,1.5196108907961102e-11,873707736.964818,4.163144927093642e-16,1615388053.0241532,3.648238440878094e-17,139439687.1972381,4.1916480391504485e-17,263549403.6793994,1.5404929030653645e-18,4.962538504127151e-16,1.519660516181152e-11,-0.0058161045551421,-0.0134363371934396,1.8226202434812848,46357,2020,4.96253850412715e-16
2020-02-25,148053977.25294712,1.5189156069468604e-11,871935555.7296602,4.180085043574288e-16,1613854995.5500362,3.655172912312833e-17,138368928.08258685,4.2567726506620905e-17,262322444.4348594,1.554937281555263e-18,4.986828972687333e-16,1.5189654752365873e-11,0.0175312278708268,0.0255183687410537,1.8193596489862336,47274,2020,4.986828972687333e-16
2020-02-26,148088133.75538433,1.518215012508114e-11,870140703.7585415,4.197347474222216e-16,1612290893.5386446,3.662268203146039e-17,137294311.43830973,4.323669827056958e-17,261095045.38617527,1.5695910602329337e-18,5.011637187844845e-16,1.5182651288799925e-11,-0.0268162636719141,-0.0490820168216334,1.8096857093558156,46971,2020,5.011637187844845e-16
2020-02-27,148122574.39635652,1.5175090806880032e-11,868323550.1421158,4.2149335593738005e-16,1610696162.7601638,3.669523728028553e-17,136215866.08406207,4.3924033754772746e-17,259867325.4305939,1.5844568789836732e-18,5.036970838514219e-16,1.5175594503963884e-11,-0.0074547106225169,-0.0159938284624127,1.8188396433095693,46354,2020,5.03697083851422e-16
2020-02-28,148157305.86556715,1.5167976862422522e-11,866484471.0149044,4.232844607569127e-16,1609071229.8057344,3.676938863762279e-17,135133628.02556092,4.463039548531464e-17,258639402.99399948,1.59953740108077e-18,5.062837822809308e-16,1.5168483146204804e-11,-0.0049519102227254,-0.0021372076461165,1.8103979750556456,45450,2020,5.062837822809309e-16
2020-02-29,148192339.23909104,1.5160806146436342e-11,864623848.4574374,4.2510819028647834e-16,1607416530.8994515,3.684512953236729e-17,134047640.51786736,4.5356471436118763e-17,257411395.25214705,1.614835322336536e-18,5.089246265773008e-16,1.516131507106292e-11,-0.0103761274621656,-0.0275072557991854,1.8089596090381617,46359,2020,5.089246265773009e-16
2020-03-01,148227689.69701827,1.5153575681828296e-11,862742069.5255954,4.2696467111593115e-16,1605732510.836614,3.692245308840778e-17,132957954.21437693,4.610297599818079e-17,256183417.46891,1.6303533795633857e-18,5.116204535820831e-16,1.515408730228188e-11,-0.0100658309453822,-0.012357861160405,1.814585891236636,47277,2020,5.116204535820831e-16
2020-03-02,148263376.39985582,1.5146281688086428e-11,860839525.3074204,4.288540286491236e-16,1604019621.964377,3.7001352157307563e-17,131864627.49564992,4.687065084777663e-17,254955582.3406572,1.6460943596803681e-18,5.143721260138879e-16,1.514679606021244e-11,-0.0048809239256838,-0.0041675050051506,1.800123361566743,46358,2020,5.143721260138881e-16
2020-03-03,148299422.46607113,1.5138919589005728e-11,858916609.840846,4.307763878989339e-16,1602278323.0456383,3.708181935693713e-17,130767727.03924827,4.766026564530093e-17,253727999.1839908,1.6620611116385597e-18,5.171805340128105e-16,1.513943676953974e-11,-0.0072894325631661,-0.0055585042961439,1.8112461464694307,47577,2020,5.171805340128105e-16
2020-03-04,148335854.9033623,1.513148402992611e-11,856973718.6745672,4.3273187467629437e-16,1600509077.7815926,3.716384712667508e-17,129667328.62448668,4.8472618533780497e-17,252500772.7693053,1.678256564052818e-18,5.200465969008028e-16,1.513200407652301e-11,0.0013668430732654,-0.007790183644826,1.820672079785269,46056,2020,5.200465969008028e-16
2020-03-05,148372704.23822513,1.5123968956518358e-11,855011246.8432353,4.3472061742592274e-16,1598712352.7368703,3.724742781155465e-17,128563518.05240302,4.930853648872844e-17,251274001.60684556,1.6946837516985142e-18,5.229712654779042e-16,1.512449192778384e-11,0.0133785417247005,0.0039482428167174,1.813027739712489,46665,2020,5.229712654779043e-16
2020-03-06,148410003.48401257,1.5116367828101783e-11,853029586.1021866,4.367427499000724e-16,1596888614.4594698,3.733255378583186e-17,127456391.89398035,5.01688757158964e-17,250047775.57512677,1.7113458532424617e-18,5.259555252550432e-16,1.5116893783627038e-11,-0.0046448833287307,-0.016298255370057,1.815112144341453,45748,2020,5.259555252550432e-16
2020-03-07,148447786.04761335,1.5108674046171697e-11,851029121.4884994,4.387984146443744e-16,1595038325.784887,3.741921761752061e-17,126346057.5811514,5.1054522497642376e-17,248822172.99675468,1.7282462398313229e-18,5.290004009993688e-16,1.5109203046572697e-11,0.0168075844188657,0.0114483347127159,1.817334648585564,46056,2020,5.290004009993687e-16
2020-03-08,148486082.3073405,1.5100881651330386e-11,849010227.6840193,4.40887766844244e-16,1593161941.716713,3.7507412256554365e-17,125232632.21566774,5.1966395090444744e-17,247597257.64045945,1.7453885287972597e-18,5.321069627200405e-16,1.5101413758293105e-11,-0.0244588239991703,-0.0355146008692762,1.7972504369357472,47278,2020,5.321069627200404e-16
2020-03-09,148524915.00801474,1.5092986257387055e-11,846973266.1748747,4.4301097751173406e-16,1591259905.8327956,3.759713120246005e-17,124116239.56344528,5.290544732361185e-17,246373076.57552424,1.7627766296036497e-18,5.352763326674097e-16,1.5093521533719724e-11,-0.014966327775835,-0.01957184600645,1.8157937701879765,46970,2020,5.352763326674097e-16
2020-03-10,148564294.28482816,1.5084986056320457e-11,844918584.542685,4.451682345739137e-16,1589332648.60511,3.7688368585336786e-17,122997005.19688456,5.3872674246664114e-17,245149660.0544753,1.7804147639560136e-18,5.385096921698704e-16,1.5085524566012626e-11,0.0256471797409981,0.0556895500089461,1.8114025521456345,49446,2020,5.385096921698706e-16
2020-03-11,148604213.72926807,1.5076882606687682e-11,842846518.9632969,4.473597406131493e-16,1587380588.8939683,3.778111909801134e-17,121875050.59253986,5.486911946865319e-17,243927024.28513157,1.7983074444973908e-18,5.418082866243112e-16,1.5077424414974306e-11,-0.0166328750918629,-0.0286025314656094,1.8118688960730296,49140,2020,5.418082866243113e-16
2020-03-12,148644648.93403113,1.50686811151273e-11,840757399.9529322,4.49585707041128e-16,1585404138.924444,3.7875377760802986e-17,120750487.74202104,5.589588303109132e-17,242705176.96449688,1.816459409535024e-18,5.451734272425573e-16,1.506922628855454e-11,-0.0050317803522354,-0.0281863271769864,1.8196920539396173,49770,2020,5.451734272425573e-16
2020-03-13,148685559.14526993,1.5060390086429524e-11,838651560.051648,4.518463459277626e-16,1583403711.6540525,3.7971139566702545e-17,119623415.88262776,5.695412832299423e-17,241484124.2567045,1.8348755292150235e-18,5.486064893466746e-16,1.5060938692918872e-11,-0.0264635094479671,-0.0452121356265815,1.8089857462465773,48828,2020,5.486064893466745e-16
2020-03-14,148726891.42252737,1.505202046723248e-11,836529341.364972,4.541418616138831e-16,1581379728.4986303,3.8068399101438e-17,118493921.12799564,5.804508700430246e-17,240263877.3130999,1.8535607096667293e-18,5.521089084292902e-16,1.505257257614091e-11,0.0045726502410089,-0.0063803706786398,1.8082663466713973,49770,2020,5.521089084292903e-16
2020-03-15,148768585.8666019,1.504358457766387e-11,834391101.2066004,4.564724440149795e-16,1579332625.5199957,3.8167150229138345e-17,117362078.61595476,5.917006184898493e-17,239044456.84561837,1.872519818561025e-18,5.55682175911664e-16,1.5044140259839783e-11,-0.0199940319206949,-0.0197408576750906,1.8120690665133696,49455,2020,5.556821759116639e-16
2020-03-16,148810580.47288236,1.503509512390348e-11,832237215.1420356,4.588382644773847e-16,1577262857.1512263,3.826738588999036e-17,116227956.04374196,6.033042820323287e-17,237825895.2777392,1.8917576423116133e-18,5.5932783621291945e-16,1.5035654451739694e-11,-0.0054670316310276,-0.0040753711118726,1.806935449799435,48516,2020,5.593278362129195e-16
2020-03-17,148852814.77175137,1.5026564460677048e-11,830068077.7467046,4.612394739776119e-16,1575170897.583275,3.836909800679629e-17,115091617.42299084,6.152763499276402e-17,236608236.89158368,1.911278871863506e-18,5.630474858490357e-16,1.5027127508162898e-11,-0.0009938392574588,-0.0195748732867861,1.8220392568551105,48515,2020,5.630474858490357e-16
2020-03-18,148895232.10232565,1.5018004133343054e-11,827884101.8827538,4.63676202894396e-16,1573057240.519054,3.8472277468871255e-17,113953126.3096142,6.276320599598023e-17,235391536.7707905,1.9310881072235506e-18,5.66842774466471e-16,1.5018570976117518e-11,0.0130133539341879,0.0057099585995713,1.7971002211725493,49137,2020,5.66842774466471e-16
2020-03-19,148937780.79215312,1.500942464301168e-11,825685717.287134,4.66148561547889e-16,1570922398.0726025,3.85769141572823e-17,112812548.25212982,6.403874172887983e-17,234175859.2703316,1.9511898706544617e-18,5.707154073047056e-16,1.5009995358418983e-11,0.0232756815191486,0.0204441817659601,1.8010206482348268,48516,2020,5.707154073047056e-16
2020-03-20,148980414.64473656,1.5000835352434388e-11,823473369.0075992,4.686566409403368e-16,1568766899.3809276,3.8682996984668235e-17,111669952.52972317,6.535592198640212e-17,232961276.4798157,1.9715886215718073e-18,5.74667148532979e-16,1.5001410019582922e-11,-0.0124437268538433,-0.0189801500350725,1.8067320073641395,48512,2020,5.74667148532979e-16
2020-03-21,149023093.08216465,1.4992244461920102e-11,821247515.9448993,4.712005134152182e-16,1566591289.230298,3.879051393518328e-17,110525413.38840558,6.671650892138102e-17,231747866.88484308,1.992288769765257e-18,5.786998250415477e-16,1.4992823161745145e-11,0.0107517669082825,0.0124975304105526,1.8082445460573893,48205,2020,5.786998250415478e-16
2020-03-22,149065781.16980526,1.498365900919933e-11,819008629.5601947,4.737802331636462e-16,1564396126.793076,3.889945209985675e-17,109379010.99132334,6.812235049229625e-17,230535714.2532962,2.013294686231925e-18,5.828153304420311e-16,1.4984241824529772e-11,-0.0117545459017585,-0.0263066103357266,1.8075037812294124,47895,2020,5.828153304420311e-16
2020-03-23,149108449.63402548,1.4975084870772254e-11,816757192.7017572,4.763958366244235e-16,1562181984.453234,3.900979770838971e-17,108230832.24581017,6.957538412801907e-17,229324906.68519068,2.0346107123940955e-18,5.870156291732265e-16,1.4975671886401427e-11,-0.0029997351308298,-0.0055685757826681,1.812939974996301,48205,2020,5.870156291732265e-16
2020-03-24,149151074.90012512,1.4966526759247683e-11,814493698.4736087,4.790473428640726e-16,1559949446.6548142,3.912153616063741e-17,107080971.60085943,7.107764050436196e-17,228115535.7423979,2.0562411689874785e-18,5.913027606980594e-16,1.4967118062008378e-11,0.0057095931190687,0.0097908338174411,1.819910137852752,48201,2020,5.913027606980594e-16
2020-03-25,149193639.13187945,1.4957988220403865e-11,812218649.0833371,4.817347540115698e-16,1557699108.7134724,3.923465206083891e-17,105929531.84926184,7.263124737848111e-17,226907695.59185967,2.0781903657629867e-18,5.956788438166528e-16,1.4958583899247682e-11,0.0066647581650262,0.0106104276227294,1.812203435874696,47586,2020,5.956788438166528e-16
2020-03-26,149236130.24208194,1.4949471636086277e-11,809932554.6414324,4.84458055785489e-16,1555431575.5621948,3.934912925619263e-17,104776624.93078367,7.423843346601043e-17,225701482.13009983,2.10046261265794e-18,6.001460811203499e-16,1.4950071782167398e-11,-0.0020166165931264,-0.0053977134178712,1.818168516103324,47895,2020,6.001460811203499e-16
2020-03-27,149278541.85616064,1.4940978236481264e-11,807635931.9186468,4.872172181125054e-16,1553147460.4363725,3.9464950879698886e-17,103622372.72064824,7.590153236023233e-17,224496992.08936492,2.1230622325577906e-18,6.047067635849945e-16,1.494158294324485e-11,-0.0131505376817959,-0.0162088551995322,1.818333504323512,46665,2020,6.047067635849944e-16
2020-03-28,149320873.23575404,1.493250812032284e-11,805329303.0848402,4.900121958153449e-16,1550847383.522921,3.958209939619058e-17,102466907.79888669,7.762298647651137e-17,223294322.14259616,2.145993575452657e-18,6.093632752634996e-16,1.4933117483598104e-11,-0.0078713563431385,-0.00968147433579,1.8241346277852089,46971,2020,6.093632752634995e-16
2020-03-29,149363129.1917914,1.4924060277076318e-11,803013194.4438179,4.928429293575639e-16,1548531970.5923872,3.970055665072699e-17,101310374.22265294,7.94053509604211e-17,222093568.0177569,2.1692610338889613e-18,6.141180980026009e-16,1.4924674395174324e-11,-0.0125479818017954,-0.0255008506532897,1.799289913606466,47586,2020,6.14118098002601e-16
2020-03-30,149405320.0236447,1.491563260378558e-11,800688135.1440387,4.9570934567435325e-16,1546201851.6000936,3.9820303920186953e-17,100152928.352839,8.125129743527557e-17,220894823.60118625,2.1928690602080616e-18,6.189738160900238e-16,1.4916251577601668e-11,0.0333673470312862,0.0481510077352619,1.7878612189809615,48203,2020,6.189738160900238e-16
2020-03-31,149447461.50164074,1.4907221913170608e-11,798354655.7937306,4.986113591845531e-16,1543857659.1896126,3.994132197165397e-17,98994739.80359738,8.316361740405957e-17,219698179.9610097,2.2168221871027757e-18,6.239331207473694e-16,1.4907845846291357e-11,-0.0004067544676107,-0.008321052994148,1.8209672050558656,48202,2020,6.239331207473694e-16
2020-04-01,149489574.85756162,1.489882394008579e-11,796013286.8575505,5.015488731503502e-16,1541500026.9746833,4.00635911342862e-17,97835992.57297105,8.514522509242808e-17,218503724.16793105,2.241125054316252e-18,6.289988144313808e-16,1.4899452938900222e-11,0.002034137129696,0.018176858134146,1.8151238953802105,46971,2020,6.289988144313808e-16
2020-04-02,149531686.65899643,1.4890433371083874e-11,793664556.6855354,5.045217815962413e-16,1539129587.438723,4.018709139353917e-17,96676886.3577322,8.719915956829281e-17,217311537.7522067,2.2657824454657375e-18,6.341738150035389e-16,1.4891067544898878e-11,-0.0010537513525369,0.0053734014915393,1.8184201457682172,46966,2020,6.34173815003539e-16
2020-04-03,149573828.32512254,1.4882043945205377e-11,791308989.0605155,5.075299719681002e-16,1536746969.311827,4.031180251584906e-17,95517637.93878368,8.932858616074089e-17,216121694.64440763,2.2907993392801743e-18,6.394611599839703e-16,1.488268340636536e-11,0.0069645258114453,0.0147352802775771,1.8168303816786897,47895,2020,6.394611599839703e-16
2020-04-04,149616034.92308763,1.487364869733228e-11,788947100.2956573,5.105733285371956e-16,1534352794.4153502,4.043770420532404e-17,94358482.33837326,9.153679758912706e-17,214934258.55078477,2.316180977827664e-18,6.4486401130947445e-16,1.4874293561343588e-11,0.0186172891916994,0.0272495790607296,1.8184606232429643,47895,2020,6.4486401130947445e-16
2020-04-05,149658342.83799997,1.4865240424129568e-11,786579396.2101841,5.136517361663166e-16,1531947674.2531269,4.056477627874392e-17,93199673.22809984,9.382721580708948e-17,213749279.9614064,2.341932949147e-18,6.503856612012971e-16,1.486589080979077e-11,0.0050257273034045,0.009233507108057,1.806215733524344,46665,2020,6.50385661201297e-16
2020-04-06,149700786.05603582,1.4856812422960775e-11,784206369.7337663,5.16765083469422e-16,1529532207.0659616,4.0692998821359714e-17,92041481.9168337,9.620339619831064e-17,212566793.38376164,2.3680612724587365e-18,6.56029539761551e-16,1.4857468452500536e-11,0.0012617099984428,-0.0085223351023389,1.821572199163696,47275,2020,6.560295397615511e-16
2020-04-07,149743391.2496666,1.4848359464643976e-11,781828500.2614621,5.199132638305701e-16,1527106976.4892163,4.0822352261916644e-17,90884194.36743656,9.866903599060534e-17,211386815.8054864,2.394572463144493e-18,6.617992245462366e-16,1.4849021263868518e-11,0.0294675080020085,0.0254956009290789,1.8150682598677823,46971,2020,6.617992245462366e-16
